"","ages","Stimulating","Anxiety_producing","Calming","Love","Blissful","Energetic","Sociable","Charming","Bizarre","Intense","Difficult","Funny","Interesting","Visual","Spiritual","Enhanced_body_feeling","Bodily_discomfort","Enhanced_imagination","Rational","Irritating","Confusing","Fast_paced","Trivial","Long_lasting","Emotional","Constructive","Self_centered","Dangerous","Constructive","Erotic","Worth_it","Sneaky","Too_much","Sobering","Spaced_out","Colorful","Relieving","Insightful","Profound","Mystical","Incredible","Life_changing","Impairing","Subtle","Easy_to_overdoo","Hard_to_resist","Intellectual","Enhances_aesthetics","Digital","Artistic","Enjoyment_of_music","Delight_in_food","substance","times_taken","samples"
"175",34,1,1,-1,1,1,1,1,1,1,1,0,1,2,1,2,1,0,2,-1,-2,1,1,-2,2,2,1,0,-1,1,1,2,1,0,-2,1,2,0,2,2,1,2,1,1,-1,0,0,1,1,0,1,1,0,"LSD",4,74
"176",34,1,1,1,1,2,0,1,1,2,2,1,1,2,2,2,1,0,2,0,0,1,1,-1,0,1,1,0,-1,1,1,2,1,0,-1,1,2,1,1,2,2,2,1,1,-1,0,0,1,1,0,1,2,1,"Psilocybin",3,39
"177",18,1,-1,1,2,2,-1,-2,0,1,1,1,1,2,2,1,2,-1,2,-1,-2,1,0,-2,2,2,1,0,-2,0,0,2,-1,0,1,1,2,1,2,2,1,1,1,1,-2,1,-2,1,1,0,2,2,1,"LSD",4,74
"178",15,2,1,-1,1,2,2,1,0,0,2,0,0,0,1,1,2,1,0,-1,1,-2,2,-2,1,1,0,-2,1,0,0,2,-1,1,-2,-1,1,-1,2,2,1,2,2,-2,-2,2,1,0,-2,0,-1,2,-2,"MDMA",4,45
"179",21,1,0,0,1,1,1,1,0,0,1,-1,1,2,2,0,1,0,2,0,-1,-1,0,1,1,1,1,-1,-2,1,1,2,-1,-1,-1,2,2,0,1,1,0,1,1,-1,0,0,0,1,1,0,1,2,1,"AL-LAD",3,2
"180",27,2,-1,1,0,1,-1,-1,2,0,0,0,0,2,1,1,2,0,2,1,-2,1,-1,-2,1,1,2,-2,0,2,0,2,0,0,0,0,0,2,2,2,1,1,1,0,-1,2,2,2,0,0,2,2,2,"Marijuana",7,64
"181",24,-1,-2,0,0,1,-2,-2,1,2,1,-1,2,2,2,1,1,-1,1,-1,-2,1,-2,-2,-1,0,1,0,1,1,-2,1,0,0,-2,2,2,1,1,1,1,1,2,0,-2,2,2,1,1,1,1,0,-1,"Ketamine",5,8
"182",19,-2,-2,2,1,1,-1,1,1,0,1,0,0,1,0,0,1,0,-1,-1,-1,1,-1,0,0,0,-1,0,0,0,-1,2,1,0,-2,2,-2,2,0,0,0,2,-1,2,1,1,2,-1,0,0,-1,1,1,"Alprazolam",6,3
"183",22,-1,-2,2,-1,-1,-2,-1,-2,2,0,1,0,-1,1,-2,-2,-1,-2,-2,-1,2,-2,2,0,-2,-2,1,2,-2,-2,-2,0,-1,-2,1,0,1,-2,-2,-2,-2,-2,2,-1,2,-2,-2,0,0,-2,0,-1,"Clonazepam",3,4
"184",20,2,2,-2,0,0,0,-1,-2,2,2,2,-2,1,2,2,2,2,0,-2,2,2,2,-2,2,2,1,2,2,1,-2,2,2,2,-2,-2,0,-2,0,1,-1,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,"DOC",1,1
"185",25,1,-1,2,1,1,0,-2,0,0,0,-1,2,2,0,1,1,-1,1,-1,0,1,-1,0,-1,1,0,0,-2,0,0,2,0,-1,-1,1,0,2,0,0,0,0,1,0,0,-2,1,0,1,0,2,2,2,"Marijuana",7,64
"186",19,0,1,1,1,1,-1,-1,0,1,2,0,1,1,1,2,1,0,1,0,0,1,1,0,2,0,-1,0,-2,0,0,1,0,1,1,2,2,1,1,1,0,0,0,1,-2,1,0,1,0,0,-1,2,0,"LSD",2,74
"187",30,2,-2,0,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,0,-2,2,2,0,1,0,2,0,-1,-1,-2,-2,2,2,2,-2,2,2,0,-1,-1,2,2,2,-1,2,1,1,"Hydrocodone",3,2
"188",25,-1,-2,1,2,2,0,1,1,-2,-2,-2,-2,1,0,2,2,-2,1,1,-1,-2,-2,-2,0,1,2,1,-1,1,0,1,0,0,0,1,1,1,2,2,2,1,0,-1,1,1,2,0,-1,-1,1,1,0,"Heroine",6,20
"189",21,-2,-2,2,1,2,-2,-1,0,0,1,-2,0,0,0,0,1,0,2,-1,0,0,0,0,2,0,-2,2,0,-1,-2,2,0,0,-2,2,0,2,1,2,0,2,2,-2,-2,2,2,0,0,0,0,2,1,"Heroine",6,20
"190",21,2,-2,2,2,2,2,2,2,-2,0,-2,-2,0,-2,-2,2,-2,1,2,-2,-2,-2,-2,-2,-2,1,-1,2,1,1,2,-2,-2,0,-2,-2,2,0,0,-2,2,2,-2,-2,2,2,1,0,-1,1,-1,2,"Heroine",6,20
"191",19,1,0,0,2,2,2,1,0,1,2,0,1,2,2,2,2,1,2,1,-1,1,1,0,2,2,2,-2,-2,2,2,2,-2,-2,-2,1,2,0,2,2,2,2,2,1,-2,1,-2,2,2,-2,2,2,2,"LSD",3,74
"192",19,-1,-1,2,0,0,-2,-2,-1,-1,2,1,0,0,-2,-2,2,0,-2,-1,0,0,-2,-2,1,0,-1,1,2,0,-2,2,2,2,-2,0,-1,2,0,0,0,2,1,1,-1,2,2,0,1,0,0,0,1,"Heroine",3,20
"193",23,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Phenylpiracetam",4,2
"194",47,0,-1,1,1,1,-1,-1,0,0,0,-1,-1,1,2,2,-1,0,2,0,-1,-1,-1,0,1,1,2,0,0,1,-1,2,-1,0,-1,1,1,2,2,2,2,2,2,0,1,2,-1,1,-1,-1,1,2,-1,"DXM",6,9
"195",21,1,-1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,-1,-1,0,0,-1,1,1,0,-2,1,0,2,-1,-1,0,-1,0,1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,"Tianeptine",1,4
"196",30,1,-2,2,2,2,1,2,1,-2,-1,0,-1,1,-2,-2,1,0,1,1,1,-1,-1,0,1,1,-1,2,1,0,1,1,1,0,-1,0,-1,2,1,-1,-2,0,1,0,0,1,2,1,0,0,2,1,2,"Heroine",7,20
"197",27,2,-1,1,2,2,2,0,2,2,2,0,0,2,2,2,2,-2,2,2,-2,-1,1,-2,-2,2,2,0,-2,2,1,2,-2,-2,-2,0,2,1,2,2,2,2,2,1,-2,-2,2,2,2,-2,2,2,-1,"DMT",3,17
"198",23,1,-1,-1,1,1,1,0,0,2,1,1,1,2,2,2,2,1,2,1,0,1,1,-2,1,1,0,1,-1,0,-2,2,0,-1,-2,1,2,1,2,2,1,2,2,0,-2,-1,-1,2,2,-1,1,2,-2,"LSD",3,74
"199",24,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,2,0,0,0,0,0,0,0,0,"L-Tyrosine",6,3
"200",25,1,1,-1,0,0,1,1,0,0,-1,0,0,0,0,0,1,0,1,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,"Rhodiola Rosea",5,2
"201",24,2,0,-1,0,0,1,-1,-1,0,1,0,0,1,0,0,0,1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,1,0,"Phenylpiracetam",4,2
"202",24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aspirine",5,4
"203",24,1,2,-2,-1,-2,0,-2,-1,2,2,2,-1,2,1,1,1,2,1,-2,1,2,2,-2,-2,2,0,-2,1,0,0,-1,0,2,-2,2,1,-2,1,2,2,2,2,2,-2,2,-2,-1,-1,-2,0,1,-2,"Salvia",4,10
"204",24,1,1,0,2,2,1,-2,2,2,2,1,0,2,2,2,1,0,2,1,0,0,2,-2,-2,1,1,-2,-1,1,-1,2,0,1,-1,0,2,1,2,2,2,2,2,1,-2,1,-1,1,2,2,2,2,-1,"DMT",4,17
"205",24,2,2,-2,0,1,1,1,1,-2,1,0,-2,1,0,0,2,1,-1,2,2,0,1,0,1,0,1,2,2,1,2,1,2,1,1,-1,0,0,1,0,0,0,0,-1,-1,2,2,1,0,0,-1,1,-2,"D-Amphetamine",4,12
"206",24,1,0,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,0,1,1,-1,1,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,-1,1,1,1,1,-2,-1,0,-1,-2,"Modafinil",5,3
"207",20,-1,-2,2,2,2,2,2,0,0,2,0,2,2,1,2,2,-1,2,1,-1,0,0,-1,2,2,1,0,2,2,2,-2,2,2,0,2,2,0,2,2,2,2,2,2,-2,-2,2,2,0,2,2,2,1,"Heroine",6,20
"208",24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,1,1,1,-1,-1,1,1,1,-1,0,-1,1,2,0,2,1,1,2,2,1,-2,1,-2,1,2,1,1,2,-1,"2C-I",4,2
"209",22,2,1,1,2,1,0,0,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,-2,2,2,2,-2,-1,2,1,2,-1,1,0,0,0,-1,2,2,2,2,2,1,-2,-1,0,2,2,0,2,2,2,"Psilocybin",3,39
"210",20,0,2,-1,1,0,0,2,0,2,2,2,0,1,2,1,2,2,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,1,1,1,2,0,0,0,0,1,1,0,1,1,2,"Psilocybin",3,39
"211",20,0,1,0,0,1,0,-2,0,1,2,1,0,2,2,2,0,0,2,-1,0,1,1,1,-2,1,1,0,0,1,0,1,0,1,0,1,1,-1,1,2,2,1,1,2,0,0,-1,1,0,0,1,0,0,"Cocaine",2,10
"212",20,1,0,0,2,0,1,2,2,1,1,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2,2,1,0,0,0,0,0,0,0,1,2,1,"LSD",1,74
"213",20,0,2,-1,0,0,0,-2,0,2,2,1,-2,0,2,2,-1,2,0,0,0,1,0,0,-2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,-2,0,-2,0,0,0,1,-2,-2,"DMT",4,17
"214",21,2,1,2,1,2,1,1,1,0,0,-2,2,2,1,2,2,-2,2,1,-2,1,0,-1,1,1,1,-1,-2,1,1,2,-1,-2,-2,1,1,1,2,2,1,2,2,-2,-1,-2,1,1,1,-1,2,2,2,"Marijuana",7,64
"215",21,2,1,2,2,2,1,-2,-1,2,2,-1,1,2,2,2,2,-2,2,1,-2,1,1,-2,2,2,2,-2,-2,2,2,1,1,-2,-2,2,2,2,2,2,2,2,2,-1,-2,-1,1,2,2,-2,2,2,2,"LSD",2,74
"216",21,2,1,1,2,2,2,-1,0,2,2,0,1,2,2,2,2,1,2,-1,-2,1,1,-1,1,2,2,-2,-2,2,1,1,1,-2,-2,2,2,2,2,2,2,2,2,1,-2,-2,1,2,2,-1,2,2,2,"Psilocybin",2,39
"217",21,1,1,1,1,-1,1,2,2,-2,-1,-1,1,-1,0,-1,1,0,-2,-2,1,1,1,1,-1,1,-1,1,2,-1,1,1,-2,1,-2,1,0,1,-2,-2,-2,1,-2,2,-2,1,-1,-2,1,-2,-2,2,2,"Alcohol",7,34
"218",46,1,1,-1,0,1,0,0,1,0,1,0,1,2,-1,1,1,0,2,-1,-1,1,-1,-1,-1,0,0,-1,-2,1,1,2,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,0,-1,1,1,0,1,2,2,"Marijuana",7,64
"219",25,-2,-2,2,2,2,0,0,0,-1,2,-1,-2,2,-1,2,2,-2,-1,-1,-2,-2,-2,-1,2,-2,1,2,2,1,-2,2,2,2,-2,1,1,2,0,1,1,2,2,0,0,2,2,1,-1,-1,2,2,-2,"Heroine",7,20
"220",22,1,-2,2,2,2,2,2,2,0,-1,-1,1,2,0,2,2,-2,1,2,-2,0,0,-1,0,2,2,-1,-2,2,1,2,0,-2,2,1,0,2,2,2,0,2,2,-1,-1,-1,2,2,2,0,0,2,-2,"MDMA",4,45
"221",30,1,-1,1,2,2,1,1,1,-1,0,-1,0,2,0,2,2,-1,0,1,-2,-2,1,-2,0,2,2,-1,-2,1,0,2,-2,-1,0,0,0,1,2,2,2,2,2,-1,-1,1,1,2,0,-2,0,0,0,"MDMA",4,45
"222",23,2,2,0,2,2,1,-1,-2,1,1,2,1,2,1,2,2,0,2,0,0,1,1,1,2,1,0,-1,0,1,1,2,2,1,-2,1,1,1,2,2,2,2,2,0,0,0,1,1,0,0,1,2,0,"LSD",3,74
"223",33,1,-2,2,2,2,0,-1,0,0,1,-1,1,2,2,2,1,-2,2,2,-2,-2,-2,-2,2,0,2,1,-1,2,1,2,-2,-2,1,0,2,0,2,2,1,1,2,-2,0,-1,0,2,2,0,1,2,-1,"LSD",3,74
"224",24,2,1,1,2,2,2,1,0,-1,2,0,2,2,1,2,2,1,2,-1,-1,0,-1,-2,1,2,1,-1,-2,1,2,2,-1,-1,-1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,"LSD",5,74
"225",25,0,-1,1,2,2,-1,-2,-1,2,2,-1,2,2,2,2,2,-1,2,-2,-2,1,1,-2,0,2,2,-2,-2,2,-2,2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,2,2,0,2,2,-2,"Psilocybin",4,39
"226",25,1,-2,2,2,2,1,1,1,-2,1,-2,1,2,1,2,2,-2,1,-1,-2,-2,-1,-2,0,2,2,-1,-2,2,-2,2,-2,-2,-2,1,0,2,1,1,1,2,2,-2,-1,1,-2,1,1,0,1,2,-2,"MDMA",5,45
"227",22,2,1,1,2,2,2,2,2,2,2,-1,2,2,2,2,2,1,2,-2,-1,1,2,-1,2,2,1,2,-1,1,2,2,-2,-2,1,0,2,0,2,2,2,2,1,-2,-2,0,-1,2,2,-2,2,2,-2,"LSD",2,74
"228",32,-2,-2,2,2,2,1,1,1,-2,0,0,1,1,-2,2,2,-2,2,1,-2,-2,-2,-2,1,1,0,2,2,1,0,1,2,2,-1,0,-1,2,0,0,-2,2,2,1,-2,2,2,1,1,-2,2,2,1,"Heroine",7,20
"229",25,0,1,-1,-2,-1,-1,-1,-2,2,1,-1,2,0,-2,-2,1,0,-2,-2,0,0,1,0,-2,-2,-2,2,0,-2,-2,1,1,0,-2,2,0,-1,-2,-2,-2,0,-2,1,-1,2,-2,-2,-1,1,-2,2,-2,"Ketamine",3,8
"230",25,1,0,2,1,1,1,0,0,0,-1,-2,1,1,1,0,1,-2,1,-2,-2,0,-1,0,0,0,0,-2,-2,1,1,2,1,-2,-2,1,1,1,1,1,0,1,1,1,1,-2,0,1,-1,-1,1,1,1,"Marijuana",5,64
"231",23,1,-1,1,2,1,2,-1,0,0,1,-1,2,2,2,2,2,-2,2,1,-2,-1,0,1,1,2,2,2,-2,2,-1,2,-1,-2,0,0,2,1,2,2,0,2,2,-2,0,-1,-2,2,2,-2,1,2,2,"LSD",3,74
"232",23,-2,1,-2,-2,-1,0,2,-2,-1,0,2,-1,-2,-2,-2,-2,0,-2,-2,0,1,1,-2,-1,2,-2,2,2,-2,0,-2,-1,2,-2,0,-2,-2,-2,-2,-2,-2,-2,2,-1,2,2,-2,-2,-1,-2,1,1,"Alcohol",6,34
"233",32,2,0,2,2,2,1,2,2,-2,2,0,0,2,0,0,2,2,2,-1,1,1,-1,0,1,1,2,0,2,2,0,-2,2,0,-2,2,0,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,0,"Heroine",2,20
"234",23,2,-2,2,2,2,2,0,2,2,0,-2,2,2,2,2,2,-1,2,1,-2,-2,-1,2,1,0,2,-2,-2,2,-1,2,-2,-2,0,0,2,2,2,2,2,2,2,-2,-1,-2,-1,2,2,-2,2,2,2,"Psilocybin",4,39
"235",25,1,-1,1,-1,1,1,2,1,0,1,1,1,1,0,-2,0,1,0,-2,2,2,0,0,1,1,0,1,2,0,1,-1,-1,1,-2,0,0,1,1,-1,0,0,0,1,-2,2,1,-2,0,0,0,1,1,"Alcohol",6,34
"236",23,2,2,2,2,2,2,2,2,-2,2,-2,2,2,1,1,2,-2,2,2,-2,-2,-2,2,2,2,2,-2,-2,2,0,2,-2,-2,-2,-1,0,2,2,2,1,2,2,-2,-1,-2,-2,2,-1,-2,2,2,0,"MDMA",4,45
"237",25,-2,1,1,1,2,-2,-1,0,1,1,1,2,1,1,0,1,0,1,0,0,1,-2,0,-1,0,1,0,-1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,-2,1,1,2,"Marijuana",4,64
"238",23,1,0,0,1,1,1,-2,2,2,2,0,2,2,2,2,1,-1,2,-1,-2,0,0,-2,2,1,2,-1,-2,2,-2,2,0,-1,0,2,2,1,2,2,2,2,2,-2,-2,-2,-2,2,2,0,2,1,-1,"LSD",3,74
"239",25,-2,0,0,1,2,0,0,0,2,2,1,1,2,2,2,2,0,2,2,0,0,-2,-2,1,1,2,1,-2,2,0,2,0,0,1,2,2,0,2,2,2,2,2,0,-2,1,0,2,1,-2,1,1,-1,"Psilocybin",2,39
"240",23,2,-1,-1,1,1,2,1,1,1,1,0,2,2,2,0,2,1,1,0,-1,-2,0,-2,-1,1,1,1,-2,1,2,2,0,-2,0,1,2,0,1,1,1,1,0,-2,0,-2,-2,1,2,0,2,2,0,"2C-B",2,8
"241",25,2,-2,2,2,2,2,2,1,1,2,-1,0,2,1,2,2,-2,0,1,-2,-1,1,0,1,2,2,-2,-1,2,-1,2,0,0,0,0,1,1,1,2,1,2,1,-2,-2,1,1,1,2,1,0,2,-1,"MDMA",1,45
"242",27,-2,-2,2,2,2,-2,2,2,-2,1,-2,1,2,0,2,2,-2,2,0,-2,-1,-2,-2,0,2,2,-1,-2,2,1,2,-2,-2,-2,-2,0,2,2,2,2,2,2,0,-1,-2,-2,1,0,0,1,2,-2,"MDMA",3,45
"243",31,2,-1,0,2,2,0,-1,0,1,1,1,1,2,1,2,0,-2,2,0,-2,1,-2,0,1,0,2,-1,-2,2,-1,2,0,-1,0,2,2,0,2,2,2,2,2,0,-1,-2,-2,1,1,0,1,0,0,"Psilocybin",2,39
"244",26,1,-2,0,2,2,1,2,0,-2,1,-2,0,1,-2,1,2,-2,1,0,-2,-2,1,1,-1,2,2,-1,-2,2,0,2,-2,-2,-2,-2,1,1,1,2,0,0,1,-2,-1,0,-1,-2,-1,-2,0,-2,-2,"MDMA",3,45
"245",100,2,2,1,1,-1,0,-1,-1,1,2,2,2,2,-2,-2,1,1,-2,1,1,1,-1,2,0,1,-1,2,0,-1,2,-1,-2,1,2,2,-2,-1,-1,1,-2,-2,-2,1,-1,1,-1,1,1,-2,-1,2,2,"Marijuana",7,64
"246",20,1,-2,2,2,2,1,2,1,-2,2,1,0,0,0,0,2,-2,1,1,1,-2,-2,-2,1,-2,2,2,2,1,-2,-1,2,-2,-2,-2,0,2,0,0,0,2,1,1,-1,2,2,0,0,0,1,2,1,"Heroine",6,20
"247",29,2,-1,1,2,2,1,1,1,0,1,-1,2,2,0,1,2,-1,1,0,-2,0,0,0,1,1,-1,-2,-2,-1,1,2,1,-1,-1,-1,2,2,1,1,0,2,1,0,1,-1,-2,0,0,0,1,2,-1,"MDMA",4,45
"248",39,-2,-2,1,0,-1,-2,1,-1,-2,-2,1,1,-2,-2,-2,-2,1,-2,-2,1,-1,-2,0,-1,1,-2,1,2,-2,0,-1,1,1,-2,0,-2,0,-2,-2,-2,-2,-2,0,0,2,-2,-2,-2,-2,-2,-2,-2,"Alcohol",5,34
"249",25,1,-2,1,-1,0,0,1,0,-2,0,-2,-1,-1,-1,-2,1,-2,-2,0,-2,-1,0,1,0,-1,1,1,0,1,-1,0,-1,-1,1,0,-2,0,-2,-1,-2,-1,-2,0,0,0,-1,1,-2,-1,-2,-2,0,"Pregabalin",5,2
"250",44,1,1,0,1,2,1,-1,-2,1,1,1,1,2,1,2,2,1,2,0,-1,1,-1,-2,2,0,0,-1,-2,0,1,2,-1,-2,-2,1,2,0,2,2,2,2,2,1,-1,-2,-1,1,1,0,0,2,-1,"LSD",6,74
"251",20,-2,-2,2,2,2,0,1,2,-2,-1,-1,-1,1,-2,-2,2,-2,-1,0,-2,-1,-1,-1,-1,-1,-2,-2,0,-1,-2,2,1,-1,-1,-2,-2,2,-1,-1,-1,1,1,1,-1,1,2,-1,-1,-1,0,-1,-1,"Heroine",7,20
"252",39,-2,0,-2,0,0,0,1,-2,-2,-2,1,-2,-2,-2,-2,-2,2,-2,-2,2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-1,-2,-2,-2,-2,-2,-2,-2,"Tobacco",3,7
"253",24,2,0,2,2,2,2,-2,2,2,2,0,2,2,2,2,1,-1,2,2,-2,-1,-1,2,0,2,2,0,-2,2,1,2,1,-1,-2,2,2,2,2,2,2,2,2,2,2,-2,0,2,0,0,2,0,-2,"Psilocybin",4,39
"254",44,0,1,-1,1,0,0,-2,-2,1,2,1,1,2,2,2,1,1,2,1,-2,1,0,-2,-2,-2,0,0,-1,0,-1,2,0,1,-2,2,2,0,2,2,2,2,2,2,-2,1,-1,0,-2,0,-2,-1,-2,"DMT",3,17
"255",37,2,1,-1,0,1,1,1,0,0,1,0,1,1,1,0,0,-1,1,1,0,0,-1,-1,1,0,1,-1,-1,1,0,2,0,1,-1,1,1,0,0,0,0,1,0,0,-1,-1,1,-2,-2,-2,1,2,0,"2C-B",1,8
"256",22,1,-2,2,2,2,1,2,2,-2,-2,-2,-2,2,-2,2,2,-2,2,2,-2,-2,-2,2,0,2,2,0,-2,0,-2,1,0,-1,0,2,2,2,2,2,-2,1,0,0,0,2,0,2,0,-2,2,2,-2,"Heroine",3,20
"257",21,0,1,2,2,2,2,-1,-1,-1,2,0,1,2,2,2,2,-2,2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,2,-2,0,0,0,2,2,-1,"LSD",3,74
"258",18,-1,-1,2,2,2,-1,1,1,0,0,0,0,-1,-1,-2,2,-2,-2,0,0,0,-2,0,-1,0,-2,1,1,-1,-2,-1,1,1,-1,1,0,2,-1,-1,-1,1,1,1,1,1,2,-1,-1,0,0,-1,-1,"Heroine",6,20
"259",20,0,1,1,1,2,0,1,1,2,0,0,1,2,0,0,1,1,1,1,-1,1,-1,-1,-1,1,1,0,-1,0,1,2,0,0,1,1,1,1,2,2,1,1,2,0,1,2,1,1,2,1,1,2,2,"Marijuana",6,64
"260",32,1,-1,1,0,1,2,-2,1,-2,2,0,0,1,2,2,-1,-2,1,0,0,-1,1,-2,1,1,2,0,0,2,0,2,1,-2,1,1,2,2,2,2,2,2,2,-2,-2,0,-2,2,2,0,0,0,-1,"LSD",4,74
"261",24,1,-2,2,1,2,0,1,1,0,0,0,0,1,1,1,2,-2,0,0,-1,-1,-1,-1,1,1,-1,1,2,0,0,-1,0,1,0,1,0,1,0,0,0,1,1,1,-1,2,2,0,0,0,0,1,1,"Heroine",6,20
"262",32,-1,-1,1,0,0,0,-2,0,1,2,-1,-2,2,2,2,0,-1,2,-2,0,-1,0,-2,0,-1,2,-2,1,2,-2,2,2,0,2,-2,0,0,2,2,2,2,2,-2,-2,2,-2,2,2,0,1,0,-2,"Salvia",3,10
"263",32,1,1,2,2,2,1,0,2,-2,1,1,2,2,1,2,2,0,2,1,-2,-1,0,-2,2,2,2,1,0,2,1,2,0,0,2,0,2,2,2,2,2,2,2,-2,1,0,-2,2,2,0,2,1,0,"Mescaline",4,7
